gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1,0,0,0,0.30434782608695654,1,1,1,1,2,1,2,1,1,0,0,1,0.08649643432252134,0.5416511646568766
1,0,1,1,-0.30434782608695654,1,1,2,2,1,1,2,1,1,2,1,3,0.5659075224292616,0.01725282501331349
1,0,0,1,-0.30434782608695654,1,1,2,2,1,2,2,2,2,2,0,1,0.08925695882217612,-0.08274790449302957
1,1,0,1,-0.6086956521739131,0,0,1,2,2,2,2,2,2,2,1,3,-0.8410397975615368,-0.40073971943186043
1,0,0,0,0.34782608695652173,1,2,0,0,0,0,0,0,0,1,1,0,-0.8207959512307339,-0.0529694555694162
0,0,0,1,0.391304347826087,1,1,0,0,0,0,0,0,0,0,0,2,-0.9358178053830228,-0.12402337338323155
0,0,1,1,0.0,1,1,1,1,1,2,1,2,2,1,1,3,-0.2162410858063032,0.08697904128276396
1,0,0,0,0.41304347826086957,1,2,1,2,1,2,1,1,1,0,0,3,0.16839199447895112,0.7213869374594212
1,0,1,1,-0.45652173913043476,1,1,0,0,0,0,0,0,0,0,0,2,-0.9293765815504946,-0.3666571830842069
0,0,0,0,0.717391304347826,1,2,2,1,1,2,2,1,1,2,1,3,0.644122383252818,1.4850049971184498
0,0,1,0,0.8043478260869565,1,2,0,0,0,0,0,0,0,0,1,0,-0.8318380492293537,0.08044266444896736
1,0,1,1,-0.5652173913043478,1,1,0,0,0,0,0,0,0,2,0,2,-0.9293765815504946,-0.38941778098760566
1,0,1,1,0.06521739130434782,1,2,2,1,2,1,1,1,1,1,1,1,0.7186565447435013,0.6448471319458122
0,1,1,1,-0.2826086956521739,0,0,1,2,1,2,2,1,2,2,1,2,-0.5797101449275363,-0.20959446742389423
1,0,1,1,0.2391304347826087,1,2,2,2,2,1,1,1,1,1,1,0,0.6524039567517829,0.8570459370144222
1,0,1,1,-0.45652173913043476,1,1,0,0,0,0,0,0,0,0,0,2,-0.9247757073844031,-0.35701310922898466
1,0,0,0,-0.5434782608695652,1,2,1,2,1,2,1,2,2,2,1,2,-0.22084195997239475,-0.3423646218603871
0,0,0,0,0.8913043478260869,1,2,1,1,1,1,1,1,2,0,1,1,0.1610305958132045,1.2645919506270107
0,0,1,0,-0.6086956521739131,0,0,1,2,2,2,2,2,2,2,1,3,-0.8318380492293537,-0.4005938181632489
0,0,0,1,0.8478260869565217,1,2,2,1,1,2,1,1,1,2,1,3,0.6846100759144238,1.7282807724013158
0,0,0,0,0.32608695652173914,0,0,1,2,2,1,1,1,1,1,1,3,-0.298136645962733,0.2681592366445626
1,0,1,1,-0.4782608695652174,1,1,1,2,2,1,1,2,1,2,0,1,-0.14170692431562001,-0.2859154210345859
1,1,1,1,0.9130434782608695,1,2,1,1,1,1,1,1,1,0,0,2,0.3561076604554865,1.4284682555314816
0,0,1,1,0.30434782608695654,1,2,2,2,1,2,2,2,2,2,1,3,0.1352657004830917,0.5741871475572479
1,0,1,0,-0.34782608695652173,1,2,2,2,1,1,2,1,1,1,1,0,0.6192776627559238,-0.028895746248513654
0,0,0,0,0.8260869565217391,1,2,0,0,0,0,0,0,0,0,0,1,-0.8438003220611917,0.06487499908811707
0,0,1,0,-0.6086956521739131,1,1,0,0,0,0,0,0,0,2,0,2,-0.9339774557165862,-0.40221332224483686
0,0,0,0,0.3695652173913043,1,1,0,0,0,0,0,0,0,1,1,1,-0.9256958822176213,-0.16122819687917184
1,0,0,0,0.8043478260869565,1,2,2,2,1,1,2,1,1,1,1,0,0.5879917184265011,1.5223411317561404
0,0,0,0,0.2391304347826087,1,2,1,2,2,1,2,1,1,2,1,3,0.07453416149068318,0.47202707927545423
1,0,0,0,0.8260869565217391,1,2,2,1,2,2,1,2,1,1,1,0,0.4389233954451345,1.4424747773181885
1,0,0,0,0.13043478260869565,1,2,0,0,0,0,0,0,0,2,1,3,-0.8235564757303888,-0.15044609312877974
0,0,0,0,0.21739130434782608,1,1,1,1,2,1,1,1,1,1,0,0,0.1748332183114792,0.52081646349915
0,0,1,1,-0.6086956521739131,1,1,2,2,2,2,2,2,2,2,0,3,-0.0018403496664365184,-0.3874335237344888
0,0,0,0,0.7391304347826086,1,1,0,0,0,0,0,0,0,0,1,2,-0.945019553715206,-0.06451024591658826
0,0,1,0,-0.6086956521739131,1,1,1,2,2,1,2,2,2,2,0,3,-0.3965953531170922,-0.39369268815792346
1,0,1,1,-0.6086956521739131,1,2,2,2,2,2,2,2,1,2,1,3,0.2668507016333103,-0.38317320669103216
0,0,1,1,-0.41304347826086957,1,1,0,0,0,0,0,0,0,2,0,3,-0.9293765815504946,-0.3538762319538368
0,0,1,1,-0.6086956521739131,1,2,2,2,2,2,2,2,2,2,1,3,0.08189556015642978,-0.3861058221901239
1,0,0,0,0.7608695652173914,1,2,2,2,1,1,2,2,1,1,1,3,0.41131815044858516,1.3372216021418304
1,0,1,1,-0.2826086956521739,1,1,0,0,0,0,0,0,0,1,0,1,-0.927536231884058,-0.3150081339957251
1,0,0,1,0.9130434782608695,1,2,1,2,2,1,1,1,1,0,1,1,0.18311479181044404,1.2442824940362855
0,0,1,0,-0.41304347826086957,1,2,2,2,2,2,2,1,1,2,0,3,0.4545663676098459,-0.13648334172265628
0,1,0,1,-0.13043478260869565,1,2,2,2,1,1,2,1,1,2,1,3,0.6247987117552336,0.22956835109681273
1,0,1,1,-0.6086956521739131,1,2,2,2,2,2,2,2,1,2,1,2,0.2751322751322752,-0.38304189554928175
0,0,1,1,-0.06521739130434782,1,2,1,2,2,2,2,2,2,1,1,0,-0.3487462617897401,-0.029975415636238928
0,0,1,1,0.5434782608695652,1,1,2,1,2,1,1,2,2,1,0,3,0.2558086036346907,0.900480744680075
1,0,1,1,-0.4782608695652174,1,2,2,1,2,2,2,2,2,2,1,2,0.16839199447895112,-0.23152342809620727
0,0,1,1,-0.5217391304347826,1,1,0,0,0,0,0,0,0,2,1,2,-0.9431792040487693,-0.38286681402694794
1,0,0,0,0.15217391304347827,1,2,2,2,1,1,2,1,2,2,1,1,0.49413388543823317,0.6010475711086307
1,0,1,1,-0.41304347826086957,1,2,2,2,2,2,2,2,1,2,0,3,0.2935357717966414,-0.16553228430321199
0,0,0,1,-0.5652173913043478,1,2,0,0,0,0,0,0,0,2,1,2,-0.8631239935587761,-0.38199140641527873
1,0,0,1,-0.5217391304347826,1,2,1,2,2,1,1,1,2,2,0,1,-0.04692891649413383,-0.30575799356575406
0,1,0,1,0.4782608695652174,1,2,2,1,2,1,2,1,2,2,1,1,0.4288014722797331,0.9783628418649098
1,0,1,1,-0.3695652173913043,1,1,0,0,0,0,0,0,0,2,0,2,-0.939498504715896,-0.33612004756381353
1,0,1,1,0.08695652173913043,1,1,2,2,1,2,1,2,2,1,1,1,0.17391304347826092,0.3754696197083433
1,0,1,1,0.021739130434782608,1,1,1,1,2,2,2,2,2,2,1,2,-0.39935587761674723,0.040451126722546846
1,0,0,1,0.9130434782608695,1,2,2,1,1,1,1,1,1,0,1,0,0.8217161260639523,1.949233653586618
1,1,1,1,-0.6086956521739131,1,1,2,2,2,2,2,2,2,2,1,3,-0.02300437083045779,-0.38776909665229536
1,0,0,0,-0.5869565217391305,1,1,2,2,2,2,2,2,2,2,0,3,-0.0018403496664365184,-0.36503767900261885
0,0,1,1,-0.34782608695652173,1,1,0,0,0,0,0,0,0,0,0,2,-0.9302967563837129,-0.33687873416059344
0,0,0,0,-0.2391304347826087,1,1,2,2,2,2,1,2,1,2,1,3,0.27789279963193,0.059345341007740054
1,1,0,1,0.8043478260869565,0,0,1,2,1,1,2,1,2,1,0,1,-0.4591672417759375,0.47538280845351943
1,0,0,1,0.8260869565217391,1,2,0,0,0,0,0,0,0,0,1,0,-0.8327582240625719,0.09776114503315608
0,0,1,1,-0.45652173913043476,0,0,1,2,2,2,2,2,2,2,1,0,-0.8327582240625719,-0.35361360967033606
1,0,0,0,-0.5652173913043478,1,1,2,2,2,2,2,2,1,2,1,3,0.180354267310789,-0.3350111979223659
1,0,0,0,0.17391304347826086,1,2,0,0,0,0,0,0,0,0,1,1,-0.8539222452265931,-0.1564864056492971
0,1,0,1,0.8695652173913043,1,2,2,2,1,1,1,1,1,0,1,3,0.7260179434092479,1.819717097440162
0,0,0,0,0.4782608695652174,1,2,0,0,0,0,0,0,0,1,1,2,-0.8566827697262479,-0.05304240620372196
0,0,1,1,-0.5,1,1,0,0,0,0,0,0,0,2,0,2,-0.9487002530480791,-0.37583437287987215
0,0,0,1,0.021739130434782608,1,1,0,0,0,0,0,0,0,1,0,0,-0.9164941338854382,-0.23665915275133315
1,0,0,0,0.8913043478260869,1,2,0,0,0,0,0,0,0,0,0,2,-0.8548424200598115,0.10698210520940478
0,0,0,0,0.6521739130434783,1,1,1,1,1,1,1,1,1,0,1,3,0.29905682079595125,1.1053115356838026
0,1,1,1,0.2826086956521739,1,2,2,2,1,2,2,2,2,2,1,1,0.16287094547964104,0.5678404423726463
1,0,1,1,-0.6086956521739131,1,1,0,0,0,0,0,0,0,2,0,2,-0.9358178053830228,-0.40224250249855914
1,0,1,1,-0.5652173913043478,1,1,0,0,0,0,0,0,0,2,0,2,-0.9514607775477342,-0.39163548027050094
0,0,1,1,-0.5869565217391305,1,1,2,2,1,2,2,1,1,2,0,3,0.4628479411088108,-0.3591578578775742
1,0,0,0,-0.34782608695652173,1,1,0,0,0,0,0,0,0,0,1,1,-0.9339774557165862,-0.3359887364220631
1,0,1,1,-0.15217391304347827,1,1,1,1,2,2,2,2,2,2,1,3,-0.38095238095238104,-0.10186097068114007
1,0,0,1,0.5217391304347826,1,2,2,2,1,1,1,1,1,1,1,1,0.7600644122383252,1.287323368276687
1,0,0,0,0.32608695652173914,1,2,2,2,1,1,2,2,1,1,0,3,0.439843570278353,0.8454176059060834
0,0,0,1,0.9347826086956522,1,2,2,1,1,1,1,1,1,0,1,1,0.8336783988957902,2.050430773495575
0,0,0,1,0.8913043478260869,1,2,2,1,1,1,1,1,1,0,0,0,0.8060731538992408,1.9977312352730903
0,0,1,1,-0.6086956521739131,1,1,0,0,0,0,0,0,0,2,0,1,-0.9339774557165862,-0.40221332224483686
1,0,1,1,-0.4782608695652174,1,1,1,1,1,1,2,2,2,2,0,3,-0.1674718196457327,-0.27990428876779083
1,1,0,1,0.9347826086956522,1,2,2,1,1,1,2,1,1,0,1,3,0.7711065102369451,1.9401148242983972
1,0,0,0,-0.5434782608695652,1,1,2,2,2,2,2,1,2,2,1,2,0.15458937198067643,-0.3205086118223798
1,1,0,1,-0.391304347826087,1,2,2,2,2,1,2,1,1,2,1,3,0.5346215780998389,-0.07788939224826558
1,0,0,0,-0.15217391304347827,1,1,2,2,1,2,2,2,1,2,0,3,0.2355647573038877,0.13066188110505622
1,1,0,1,0.6739130434782609,1,2,2,2,2,1,2,1,1,1,1,0,0.5521048999309869,1.351301074562843
1,0,1,1,-0.06521739130434782,1,1,2,1,2,1,1,2,2,1,1,0,0.30641821946169784,0.25561172754397093
0,0,1,1,0.17391304347826086,1,2,2,2,2,2,1,1,1,2,0,1,0.5208189556015642,0.6061978858906178
1,0,1,1,-0.5,1,2,2,2,1,1,1,1,1,2,1,0,0.7250977685760296,-0.21262921381101405
0,0,1,1,0.15217391304347827,1,2,2,2,2,2,2,2,1,2,1,3,0.26224982746721875,0.48206508655592756
0,0,1,1,0.9347826086956522,1,2,1,1,1,1,1,2,2,0,0,1,-0.01564297216471119,1.0242633809700974
0,0,0,1,0.7391304347826086,1,1,2,1,1,1,1,1,1,0,1,0,0.7287784679089027,1.5487638515016886
0,0,1,0,-0.043478260869565216,1,1,0,0,0,0,0,0,0,0,0,0,-0.9348976305498045,-0.2593613901472873
1,0,1,1,-0.5869565217391305,1,1,1,2,1,2,1,2,2,2,1,0,-0.2843340234644583,-0.3779937116553228
1,0,1,1,0.13043478260869565,0,0,1,2,2,1,1,2,2,2,1,2,-0.6818495514147688,-0.06486040896125594
1,0,1,0,-0.30434782608695654,1,1,0,0,0,0,0,0,0,1,0,2,-0.9358178053830228,-0.329014655782432
1,1,1,1,-0.34782608695652173,1,1,2,2,2,1,2,2,2,2,1,3,0.06993328732459163,-0.1335799064772868
1,1,0,1,0.782608695652174,1,1,2,1,1,1,2,2,1,2,0,3,0.439843570278353,1.3796496910540634
1,0,1,1,-0.43478260869565216,1,1,1,1,1,2,2,1,1,2,1,3,0.07637451115711996,-0.2026787472917077
0,0,1,1,-0.5869565217391305,1,1,2,1,1,2,2,1,1,2,0,3,0.546583850931677,-0.3500536187162147
1,0,1,1,-0.41304347826086957,1,2,2,2,1,2,2,2,2,2,1,0,0.1932367149758454,-0.1692673567796672
0,0,0,0,-0.391304347826087,1,1,0,0,0,0,0,0,0,0,0,2,-0.9358178053830228,-0.3421019995768863
1,0,1,1,0.15217391304347827,1,1,0,0,0,0,0,0,0,1,1,1,-0.9431792040487693,-0.2096090575507554
1,1,0,1,-0.043478260869565216,1,2,1,2,1,1,1,1,1,2,0,3,0.24568668046928907,0.2661457991377234
1,0,0,0,0.9347826086956522,1,2,1,1,1,1,2,1,1,0,1,0,0.2410858063031975,1.330962437718396
0,0,0,1,0.6956521739130435,1,2,1,1,2,1,2,2,1,0,1,2,-0.011042097998619634,0.8253853617257201
1,1,0,1,0.6304347826086957,1,1,2,1,1,2,1,1,1,1,1,0,0.644122383252818,1.4028042223827135
0,0,0,1,-0.15217391304347827,1,1,2,2,2,1,2,1,2,2,1,1,0.3036576949620428,0.13204794315686577
1,0,1,1,-0.5217391304347826,1,2,2,2,1,2,2,1,2,2,1,3,0.3735909822866344,-0.275060366649888
1,1,1,1,-0.06521739130434782,1,2,2,1,1,2,2,2,1,2,1,3,0.45088566827697263,0.32071287359843587
0,1,0,0,0.6956521739130435,1,2,2,2,1,2,2,1,1,1,0,3,0.5244996549344375,1.3338804630906265
0,1,0,1,0.2391304347826087,1,2,2,1,2,2,2,1,1,2,0,3,0.5769496204278812,0.7844162854996024
0,1,1,1,0.782608695652174,1,1,2,2,1,1,2,1,1,2,1,1,0.526340004600874,1.487616629826596
0,0,1,1,-0.5652173913043478,1,1,2,2,1,1,1,1,1,2,1,3,0.6892109500805154,-0.3150081339957251
0,0,0,1,-0.043478260869565216,1,1,1,1,2,2,2,2,2,1,0,0,-0.40119622728318377,0.006893834941894819
0,0,1,0,0.8695652173913043,1,2,1,1,1,1,1,1,2,0,1,0,0.16471129514607782,1.1976816288417627
1,0,0,0,0.5434782608695652,1,2,1,2,1,1,2,2,2,0,1,1,-0.1969174143087187,0.5393459246128144
1,0,1,1,0.0,1,2,1,1,1,2,1,2,2,2,0,2,-0.05613066482631695,0.11758912743746303
1,1,1,1,-0.5,1,1,2,2,2,2,2,1,1,2,1,3,0.34690591212330335,-0.24229094171973825
0,0,1,1,-0.2391304347826087,1,1,0,0,0,0,0,0,0,2,0,2,-0.9431792040487693,-0.31128765164613104
0,0,1,1,-0.5869565217391305,1,1,2,2,2,2,2,2,2,2,1,0,-0.012882447665056413,-0.368670620591046
1,0,1,1,-0.15217391304347827,1,1,0,0,0,0,0,0,0,2,1,2,-0.9284564067172764,-0.270770869352709
1,0,0,0,-0.06521739130434782,1,1,0,0,0,0,0,0,0,0,0,0,-0.9358178053830228,-0.2635633466832994
0,0,1,0,-0.391304347826087,1,2,2,2,2,2,2,2,1,2,0,3,0.28893489763054986,-0.14733839610735414
0,0,0,0,0.6086956521739131,1,2,2,2,2,2,2,2,2,2,1,3,0.06993328732459163,0.7645883030952954
0,0,1,1,-0.5434782608695652,1,1,0,0,0,0,0,0,0,2,1,2,-0.9358178053830228,-0.38826516096557456
0,0,1,1,0.15217391304347827,1,2,2,2,2,2,2,2,1,2,1,3,0.26501035196687384,0.4870403198155807
0,0,1,1,0.8260869565217391,1,1,0,0,0,0,0,0,0,1,1,2,-0.939498504715896,-0.05899517796307237
1,0,1,1,0.5652173913043478,1,1,1,1,2,2,2,2,2,2,1,0,-0.36714975845410636,0.4186272149636341
1,0,0,1,-0.043478260869565216,1,2,2,2,2,2,2,1,1,2,0,0,0.45088566827697263,0.3106019156836569
0,0,1,1,-0.6086956521739131,1,1,1,2,2,2,2,2,2,2,1,2,-0.45640671727628246,-0.3946410464038984
1,0,1,0,0.45652173913043476,1,1,0,0,0,0,0,0,0,0,0,0,-0.9266160570508397,-0.12467992909198343
1,0,0,0,0.9347826086956522,1,2,1,1,1,1,1,1,1,0,1,1,0.41867954911433175,1.5438761590032024
1,0,1,1,-0.5652173913043478,1,1,1,2,2,2,2,2,1,2,1,3,-0.27973314929836673,-0.3507393546786889
1,0,1,1,0.8913043478260869,0,0,1,1,2,1,1,1,1,0,1,1,-0.22360248447204967,0.821752420137293
1,0,1,1,0.9130434782608695,1,2,2,2,1,1,1,1,1,0,1,3,0.7499424890729238,1.921818805214511
1,0,0,0,-0.5434782608695652,1,1,0,0,0,0,0,0,0,2,0,2,-0.9229353577179664,-0.38569729863801167
1,0,1,1,-0.45652173913043476,1,2,2,2,2,2,2,2,2,2,1,0,0.07545433632390144,-0.24780600967325409
1,0,1,1,0.06521739130434782,1,1,0,0,0,0,0,0,0,2,0,1,-0.9312169312169313,-0.23244260608845993
1,0,1,1,-0.3695652173913043,1,2,1,2,2,2,1,1,1,1,1,2,0.09845870715435923,-0.15864574442474774
1,0,0,0,-0.41304347826086957,1,2,2,2,2,2,2,2,1,2,0,3,0.2843340234644583,-0.15743476389527206
1,0,0,0,0.41304347826086957,1,2,2,2,2,2,2,2,1,1,1,2,0.2125603864734299,0.7679732125270828
1,0,1,1,0.6086956521739131,1,1,2,2,2,1,2,1,1,0,1,3,0.4554865424430642,1.1866223126810085
1,0,1,1,-0.43478260869565216,1,1,2,2,1,1,2,2,2,2,0,3,0.18495514147688055,-0.21716674326483268
0,1,1,1,-0.3695652173913043,1,1,2,2,1,1,1,2,2,2,1,2,0.2447665056360708,-0.10749275964954515
0,0,0,0,-0.6086956521739131,1,1,1,2,2,2,2,2,2,2,1,2,-0.45364619277662754,-0.394597276023315
1,0,1,1,-0.13043478260869565,1,1,2,2,1,1,1,2,2,2,0,1,0.23372440763745117,0.18505387404343476
1,0,0,0,0.9347826086956522,1,2,1,1,2,1,1,1,1,0,0,0,0.26132965263400054,1.3118785517840075
1,0,1,1,-0.6086956521739131,1,1,1,2,2,2,2,2,2,2,1,3,-0.45732689210950084,-0.3946556365307596
0,0,1,0,-0.45652173913043476,1,1,0,0,0,0,0,0,0,2,0,2,-0.9229353577179664,-0.3558313089532313
1,0,1,1,-0.5652173913043478,1,1,0,0,0,0,0,0,0,2,0,2,-0.9321371060501495,-0.3912853172258332
0,0,1,1,-0.2391304347826087,1,1,0,0,0,0,0,0,0,1,0,2,-0.9358178053830228,-0.2879726289220084
0,0,1,1,-0.15217391304347827,1,2,2,1,2,2,2,1,1,2,1,3,0.5567057740970784,0.2033498931273207
1,0,0,0,-0.043478260869565216,1,1,0,0,0,0,0,0,0,0,0,2,-0.9312169312169313,-0.2474558466285864
1,1,1,1,0.1956521739130435,1,2,2,2,2,2,1,1,1,2,1,3,0.5346215780998389,0.6816872022702236
0,0,0,0,0.9347826086956522,1,2,2,1,1,1,2,1,1,0,1,1,0.732459167241776,1.9167852114474133
0,0,0,0,0.8695652173913043,1,1,1,1,1,1,2,2,2,0,1,1,-0.19783758914193697,0.7796307238891441
1,0,1,1,-0.391304347826087,1,2,2,1,2,2,2,2,2,2,1,1,0.15642972164711297,-0.13680432451360164
0,0,1,0,-0.32608695652173914,1,1,0,0,0,0,0,0,0,2,0,2,-0.9302967563837129,-0.3296566213643227
1,0,0,0,0.6086956521739131,1,2,1,1,2,1,1,1,1,0,1,3,0.25764895330112725,1.005923591505628
1,0,1,0,0.13043478260869565,1,1,0,0,0,0,0,0,0,1,1,0,-0.927536231884058,-0.21990968711472944
0,0,1,0,-0.5869565217391305,1,2,1,1,1,2,2,2,2,2,0,1,-0.17575339314469746,-0.36869980084476833
0,1,1,1,-0.13043478260869565,1,2,2,2,1,1,2,1,1,2,1,3,0.6606855302507477,0.31671517883848
0,0,1,1,0.3695652173913043,1,1,0,0,0,0,0,0,0,0,0,1,-0.9284564067172764,-0.1447705337797912
1,0,1,1,-0.3695652173913043,1,1,0,0,0,0,0,0,0,2,0,1,-0.939498504715896,-0.34160593526360705
1,1,1,1,-0.4782608695652174,1,1,1,2,1,2,2,2,2,2,1,2,-0.35334713595583167,-0.28560902837050167
0,0,0,0,-0.5,1,2,0,0,0,0,0,0,0,0,0,2,-0.829997699562917,-0.3632430933986971
1,0,1,1,-0.6086956521739131,1,2,2,2,2,2,2,2,2,2,1,2,0.0837359098228663,-0.3860766419364016
1,0,0,1,0.7391304347826086,1,2,2,2,1,1,1,1,1,0,1,1,0.7131354957441914,1.588361455802858
1,0,0,0,0.6956521739130435,1,2,1,1,1,2,2,2,2,2,0,3,-0.1969174143087187,0.6546225169427847
1,0,1,1,0.043478260869565216,1,1,2,1,2,1,1,2,2,2,0,3,0.3146997929606624,0.38696663967493194
0,0,1,1,-0.06521739130434782,1,2,2,2,2,2,1,2,2,2,1,3,0.1840349666436623,0.20154071739653778
0,0,1,1,0.08695652173913043,1,2,1,2,1,2,2,2,2,2,1,1,-0.2916954221302048,0.07793316262884906
0,0,0,0,0.9347826086956522,0,0,1,1,1,1,1,1,1,0,1,1,-0.08925695882217612,0.9531365125219763
1,0,0,0,0.2608695652173913,1,1,1,1,2,2,1,1,1,1,1,0,0.07729468599033822,0.5221879354240985
0,0,0,0,0.6956521739130435,1,1,1,1,1,1,1,1,1,1,0,1,0.26501035196687384,1.1282180348558128
0,0,0,1,-0.30434782608695654,1,1,0,0,0,0,0,0,0,1,0,2,-0.9514607775477342,-0.32190926400105047
0,1,1,1,0.5652173913043478,0,0,1,2,2,1,2,1,1,1,1,1,-0.3763515067862895,0.39256924838961466
0,0,0,0,0.391304347826087,1,2,2,2,2,1,1,1,1,2,1,1,0.6781688520818955,1.0857461755629965
1,1,0,1,0.5434782608695652,1,2,2,2,1,2,2,1,1,1,1,0,0.5705083965953531,1.1599077903982375
0,0,1,1,-0.6086956521739131,1,1,0,0,0,0,0,0,0,2,0,2,-0.9238555325511848,-0.4020528308493642
1,0,1,1,0.391304347826087,1,2,2,2,1,1,2,1,1,2,1,3,0.6597653554175292,1.0070032608933535
1,0,1,1,0.717391304347826,1,2,2,1,1,1,1,1,1,1,1,0,0.8198757763975155,1.673582386798853
1,0,0,1,0.8260869565217391,1,1,0,0,0,0,0,0,0,1,1,1,-0.9137336093857833,-0.02063773444510097
0,0,1,1,0.17391304347826086,1,1,1,1,1,1,1,2,2,0,0,1,-0.09017713365539463,0.26719628827172653
1,1,1,1,0.5217391304347826,1,1,2,2,1,2,2,2,2,2,1,0,0.060731538992408504,0.7603571663055609
1,0,0,1,0.717391304347826,1,1,1,1,2,1,1,1,1,0,0,2,0.1932367149758454,1.046921847985468
0,0,1,1,-0.32608695652173914,1,1,0,0,0,0,0,0,0,2,1,3,-0.9284564067172764,-0.32063992296413013
0,0,1,0,-0.5,1,1,0,0,0,0,0,0,0,2,0,2,-0.9348976305498045,-0.3753966690740375
1,0,0,1,-0.043478260869565216,1,1,2,1,2,2,1,1,1,1,1,0,0.5778697952610997,0.374389950320618
0,0,1,1,0.6304347826086957,1,1,0,0,0,0,0,0,0,0,0,0,-0.9238555325511848,-0.07780185148709867
0,0,0,1,0.43478260869565216,1,2,2,2,1,2,2,1,1,2,1,1,0.5254198297676558,1.0083601426914406
1,0,0,0,0.8695652173913043,1,2,1,1,1,2,1,1,2,1,0,0,0.05889118932597199,1.017727004136301
1,0,0,0,0.8913043478260869,1,1,1,2,1,1,1,1,1,0,1,1,0.18219461697722578,1.2605067151058877
1,0,1,1,-0.6086956521739131,1,1,0,0,0,0,0,0,0,2,0,2,-0.912813434552565,-0.40187774932703035
1,0,1,1,-0.34782608695652173,1,1,1,1,2,2,1,2,2,1,0,2,-0.28249367379802165,-0.19119631745198024
1,0,1,1,-0.6086956521739131,0,0,1,2,2,2,2,2,2,2,1,2,-0.8391994478951001,-0.4007105391781381
1,1,1,1,-0.43478260869565216,1,1,2,2,2,1,2,2,2,2,0,0,0.09201748332183116,-0.22198148512901317
0,0,1,1,0.7608695652173914,1,2,2,1,1,2,2,2,2,1,1,0,0.2539682539682539,1.1353817871446392
0,0,1,1,-0.5652173913043478,1,2,1,2,2,2,1,1,2,2,1,2,-0.0966183574879227,-0.3467270697918718
0,1,1,0,-0.391304347826087,1,1,1,2,1,2,1,2,2,2,1,3,-0.2935357717966414,-0.23253014684962683
0,0,1,1,0.4782608695652174,0,0,1,1,2,2,1,2,1,2,1,0,-0.47941108810674027,0.22860540272397673
0,0,0,1,0.7608695652173914,1,2,1,1,2,2,2,1,2,1,1,0,-0.08005521048999299,0.8737662223973036
1,0,1,1,-0.34782608695652173,1,1,0,0,0,0,0,0,0,2,1,2,-0.9238555325511848,-0.32761400360376125
1,0,1,1,-0.2608695652173913,1,1,2,2,2,2,2,2,2,2,1,3,-0.009201748332183115,-0.07400841850319888
0,0,0,0,-0.2608695652173913,1,2,1,1,2,1,2,1,2,1,1,1,-0.002760524499655039,-0.05733190350090091
1,0,1,1,0.06521739130434782,0,0,1,1,2,2,2,2,2,1,0,2,-0.7425810904071775,-0.1372857987000197
0,0,0,1,0.8913043478260869,1,1,1,1,1,2,1,2,1,0,0,2,-0.04692891649413383,0.953034381633948
0,0,1,1,-0.6086956521739131,1,1,2,2,2,2,2,1,2,2,1,3,0.16655164481251433,-0.38476353051889783
0,0,0,0,0.34782608695652173,1,2,2,2,1,1,2,2,1,1,1,0,0.45088566827697263,0.8668650923919784
1,0,1,1,0.32608695652173914,1,2,2,2,1,1,2,2,2,2,1,1,0.263170002300437,0.7191254677959424
1,0,0,0,-0.3695652173913043,1,2,0,0,0,0,0,0,0,0,0,0,-0.8327582240625719,-0.32781826537981745
1,0,0,1,0.9130434782608695,1,1,0,0,0,0,0,0,0,0,0,0,-0.9321371060501495,-0.005405642002057234
0,0,0,1,-0.5869565217391305,1,1,2,2,2,1,2,2,2,2,0,3,0.10858063031976087,-0.36368079720453167
1,0,0,0,-0.43478260869565216,1,1,1,1,1,1,1,2,2,2,0,2,-0.10121923165401427,-0.21449675004924168
1,0,1,1,-0.4782608695652174,0,0,1,2,2,2,2,2,2,2,0,1,-0.8364389233954452,-0.35254853040947187
0,0,1,1,-0.2391304347826087,1,1,2,2,2,2,1,2,2,2,1,1,0.09937888198757774,-0.007316948620868271
0,0,1,1,-0.5434782608695652,1,2,2,2,2,2,2,2,2,2,1,1,0.031285944329422645,-0.31881615710648603
1,0,1,1,-0.30434782608695654,1,1,0,0,0,0,0,0,0,2,0,2,-0.9367379802162411,-0.3206107427104078
1,0,0,1,0.8695652173913043,1,2,2,1,2,2,2,1,1,0,0,1,0.5272601794340926,1.5982681519415811
1,0,1,1,-0.6086956521739131,1,1,1,2,2,2,2,2,2,2,1,2,-0.47941108810674027,-0.39500579957542725
0,0,1,1,-0.6086956521739131,1,2,2,2,2,2,2,1,2,2,1,2,0.2604094778007823,-0.3832753375790602
0,0,1,1,-0.4782608695652174,0,0,1,2,2,2,2,2,2,1,1,0,-0.8493213710605015,-0.3639580096148936
1,0,0,0,0.6304347826086957,0,0,1,1,2,1,1,1,1,0,0,2,-0.19783758914193697,0.6496181034294092
1,0,1,1,0.34782608695652173,1,2,2,1,1,1,1,1,1,2,1,3,0.8309178743961354,1.0876574821818075
1,0,1,1,0.15217391304347827,1,1,1,1,1,1,1,1,2,1,1,2,0.10766045548654234,0.352563120536333
